reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Algeria(1990),SITC Rev.2,DZD,Import,0.111884,Special,CIF,Origin,12,1990
Algeria(1990),SITC Rev.2,DZD,Export,0.10973,Special,FOB,Last Known Destination,12,1990
Angola(1990),SITC Rev.3,USD,Import,1,NULL,NULL,,24,1990
Angola(1990),SITC Rev.3,USD,Export,1,Special,FOB,Last Known Destination,24,1990
Argentina(1990),SITC Rev.2,USD,Import,1,Special,CIF,Origin,32,1990
Argentina(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,32,1990
Aruba(1990),SITC Rev.1,AWG,Import,0.558659,General,CIF,Origin,533,1990
Aruba(1990),SITC Rev.1,AWG,Export,0.558659,General,FOB,Last Known Destination,533,1990
Australia(1990),HS1992,AUD,Import,0.778939,General,FOB,Origin,36,1990
Australia(1990),HS1992,AUD,Export,0.77875,General,FOB,Last Known Destination,36,1990
Austria(1990),SITC Rev.3,ATS,Import,0.088258,Special,CIF,Origin,40,1990
Austria(1990),SITC Rev.3,ATS,Export,0.088267,Special,FOB,Last Known Destination,40,1990
Bahrain(1990),SITC Rev.1,BHD,Import,2.65958,General,CIF,Origin,48,1990
Bahrain(1990),SITC Rev.1,BHD,Export,2.65958,General,FOB,Last Known Destination,48,1990
Bangladesh(1990),HS1992,BDT,Import,0.030288,General,CIF,Origin,50,1990
Bangladesh(1990),HS1992,BDT,Export,0.03027,General,FOB,Last Known Destination,50,1990
Barbados(1990),SITC Rev.2,XCD,Import,0.497191,General,CIF,Origin,52,1990
Barbados(1990),SITC Rev.2,XCD,Export,0.49719,General,FOB,Last Known Destination,52,1990
Belgium-Luxembourg(1990),SITC Rev.3,BEF,Import,0.30002,Special,CIF,Origin,58,1990
Belgium-Luxembourg(1990),SITC Rev.3,BEF,Export,0.30002,Special,FOB,Last Known Destination,58,1990
Belize(1990),SITC Rev.1,BZD,Import,0.5,General,CIF,Origin,84,1990
Belize(1990),SITC Rev.1,BZD,Export,0.5,General,FOB,Last Known Destination,84,1990
Bermuda(1990),SITC Rev.1,BMD,Import,1,General,CIF,Origin,60,1990
Bermuda(1990),SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60,1990
Bolivia (Plurinational State of)(1990),SITC Rev.2,USD,Import,1,Special,CIF,Origin,68,1990
Bolivia (Plurinational State of)(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,68,1990
Brazil(1990),HS1992,USD,Import,1,Special,CIF,Purchase,76,1990
Brazil(1990),HS1992,USD,Export,1,Special,FOB,Last Known Destination,76,1990
Brunei Darussalam(1990),SITC Rev.2,BND,Import,0.55193,General,CIF,Origin,96,1990
Brunei Darussalam(1990),SITC Rev.2,BND,Export,0.55193,General,FOB,Last Known Destination,96,1990
Cameroon(1990),SITC Rev.3,XOF,Import,0.003673,Special,CIF,Origin,120,1990
Cameroon(1990),SITC Rev.3,XOF,Export,0.003673,Special,FOB,Last Known Destination,120,1990
Canada(1990),HS1992,CAD,Import,0.856825,General,FOB,Consignment,124,1990
Canada(1990),HS1992,CAD,Export,0.857093,General,FOB,Consignment,124,1990
Chile(1990),HS1992,USD,Import,1,Special,CIF,Purchase,152,1990
Chile(1990),HS1992,USD,Export,1,Special,FOB,Sale,152,1990
China(1990),SITC Rev.2,USD,Import,1,Special,CIF,Origin,156,1990
China(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,156,1990
"China, Hong Kong SAR(1990)",SITC Rev.2,HKD,Import,0.128393,General,CIF,Consignment,344,1990
"China, Hong Kong SAR(1990)",SITC Rev.2,HKD,Export,0.1284,General,FOB,Last Known Destination,344,1990
"China, Macao SAR(1990)",SITC Rev.3,MOP,Import,0.124241,General,CIF,Origin,446,1990
"China, Macao SAR(1990)",SITC Rev.3,MOP,Export,0.12424,General,FOB,Last Known Destination,446,1990
Colombia(1990),SITC Rev.2,USD,Import,1,Special,CIF,Purchase,170,1990
Colombia(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,170,1990
Djibouti(1990),SITC Rev.2,DJF,Import,0.005627,Special,CIF,Origin,262,1990
Djibouti(1990),SITC Rev.2,DJF,Export,0.005627,Special,FOB,Last Known Destination,262,1990
Egypt(1990),SITC Rev.2,EGP,Import,0.370719,Special,CIF,Consignment,818,1990
Egypt(1990),SITC Rev.2,EGP,Export,0.371314,Special,FOB,Last Known Destination,818,1990
Kenya(1990),SITC Rev.3,KES,Import,0.04363,General,CIF,Origin,404,1990
Kenya(1990),SITC Rev.3,KES,Export,0.04355,General,FOB,Last Known Destination,404,1990
Madagascar(1990),HS1992,MGF,Import,0.000672,Special,CIF,Origin,450,1990
Madagascar(1990),HS1992,MGF,Export,0.00067,Special,FOB,Last Known Destination,450,1990
Malawi(1990),HS1992,MWK,Import,0.36594,General,CIF,Origin,454,1990
Malawi(1990),HS1992,MWK,Export,0.37108,General,FOB,Last Known Destination,454,1990
Mauritius(1990),SITC Rev.3,MUR,Import,0.067397,General,CIF,Consignment,480,1990
Mauritius(1990),SITC Rev.3,MUR,Export,0.06746,General,FOB,Last Known Destination,480,1990
Seychelles(1990),SITC Rev.2,SCR,Import,0.188018,General,CIF,Origin,690,1990
Seychelles(1990),SITC Rev.2,SCR,Export,0.18904,General,FOB,Last Known Destination,690,1990
Zimbabwe(1990),SITC Rev.3,ZWD,Import,0.408984,General,FOB,Origin,716,1990
Zimbabwe(1990),SITC Rev.3,ZWD,Export,0.406841,General,FOB,Last Known Destination,716,1990
Cook Isds(1990),SITC Rev.3,NZD,Import,0.598242,General,CIF,Origin,184,1990
Cook Isds(1990),SITC Rev.3,NZD,Export,NA,NULL,NULL,,184,1990
Costa Rica(1990),SITC Rev.2,USD,Import,1,Special,CIF,Consignment,188,1990
Costa Rica(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,188,1990
Cyprus(1990),HS1992,CYP,Import,2.1835,General,CIF,Consignment,196,1990
Cyprus(1990),HS1992,CYP,Export,2.1792,General,FOB,Last Known Destination,196,1990
Czechoslovakia(1990),SITC Rev.3,CZK,Import,0.055021,General,FOB,Purchase,200,1990
Czechoslovakia(1990),SITC Rev.3,CZK,Export,0.0552,General,FOB,Sale,200,1990
Denmark(1990),HS1992,DKK,Import,0.1616,General,CIF,Origin,208,1990
Denmark(1990),HS1992,DKK,Export,0.1616,General,FOB,Last Known Destination,208,1990
Dominica(1990),SITC Rev.2,XCD,Import,0.37037,Special,CIF,Origin,212,1990
Dominica(1990),SITC Rev.2,XCD,Export,0.3703,Special,FOB,Last Known Destination,212,1990
Mali(1990),SITC Rev.2,XOF,Import,0.00367,Special,CIF,Origin,466,1990
Mali(1990),SITC Rev.2,XOF,Export,0.00367,Special,FOB,Last Known Destination,466,1990
Senegal(1990),SITC Rev.2,XOF,Import,0.003679,Special,CIF,Origin,686,1990
Senegal(1990),SITC Rev.2,XOF,Export,0.00368,Special,FOB,Last Known Destination,686,1990
Togo(1990),SITC Rev.2,XOF,Import,0.367296,Special,CIF,Origin,768,1990
Togo(1990),SITC Rev.2,XOF,Export,0.367296,Special,FOB,Last Known Destination,768,1990
Ecuador(1990),SITC Rev.3,USD,Import,1,General,CIF,Origin,218,1990
Ecuador(1990),SITC Rev.3,USD,Export,1,General,FOB,Last Known Destination,218,1990
El Salvador(1990),SITC Rev.2,SVC,Import,0.150216,Special,CIF,Origin,222,1990
El Salvador(1990),SITC Rev.2,SVC,Export,0.14472,Special,FOB,Last Known Destination,222,1990
Fmr Dem. Rep. of Germany(1990),SITC Rev.2,USD,Import,1,Special,CIF,Origin,278,1990
Fmr Dem. Rep. of Germany(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,278,1990
Hungary(1990),SITC Rev.2,USD,Import,1,General,CIF,Purchase,348,1990
Hungary(1990),SITC Rev.2,USD,Export,1,General,FOB,Sale,348,1990
Poland(1990),SITC Rev.2,PLN,Import,0.000105,General,FOB,Purchase,616,1990
Poland(1990),SITC Rev.2,PLN,Export,0.000105,General,FOB,Sale,616,1990
Romania(1990),HS1992,USD,Import,1,Special,FOB,Origin,642,1990
Romania(1990),HS1992,USD,Export,1,Special,FOB,Last Known Destination,642,1990
Iceland(1990),HS1992,ISK,Import,0.017174,General,CIF,Consignment,352,1990
Iceland(1990),HS1992,ISK,Export,0.01712,General,FOB,Last Known Destination,352,1990
Norway(1990),SITC Rev.3,NOK,Import,0.160078,General,CIF,Origin,579,1990
Norway(1990),SITC Rev.3,NOK,Export,0.1609,General,FOB,Last Known Destination,579,1990
Switzerland(1990),HS1992,CHF,Import,0.72136,Special,CIF,Consignment,757,1990
Switzerland(1990),HS1992,CHF,Export,0.7228,Special,FOB,Last Known Destination,757,1990
Faeroe Isds(1990),SITC Rev.3,DKK,Import,0.1616,General,CIF,Origin,234,1990
Faeroe Isds(1990),SITC Rev.3,DKK,Export,0.1616,General,FOB,Last Known Destination,234,1990
Finland(1990),HS1992,FIM,Import,0.26211,General,CIF,Origin,246,1990
Finland(1990),HS1992,FIM,Export,0.26301,General,FOB,Last Known Destination,246,1990
Fmr Fed. Rep. of Germany(1990),HS1992,USD,Import,1,Special,CIF,Origin,280,1990
Fmr Fed. Rep. of Germany(1990),HS1992,USD,Export,1,Special,FOB,Last Known Destination,280,1990
Fmr Yugoslavia(1990),SITC Rev.3,USD,Import,1,Special,CIF,Origin,890,1990
Fmr Yugoslavia(1990),SITC Rev.3,USD,Export,1,Special,FOB,Last Known Destination,890,1990
France(1990),SITC Rev.3,FRF,Import,0.184106,Special,CIF,Origin,251,1990
France(1990),SITC Rev.3,FRF,Export,0.184,Special,FOB,Last Known Destination,251,1990
Greece(1990),HS1992,GRD,Import,0.006304,Special,CIF,Consignment,300,1990
Greece(1990),HS1992,GRD,Export,0.00632,Special,FOB,Last Known Destination,300,1990
Ireland(1990),SITC Rev.3,IEP,Import,1.66096,General,CIF,Origin,372,1990
Ireland(1990),SITC Rev.3,IEP,Export,1.65928,General,FOB,Last Known Destination,372,1990
Italy(1990),SITC Rev.3,ITL,Import,0.827,Special,CIF,Origin,381,1990
Italy(1990),SITC Rev.3,ITL,Export,0.828,Special,FOB,Last Known Destination,381,1990
Malta(1990),SITC Rev.3,MTL,Import,3.14732,General,CIF,Origin,470,1990
Malta(1990),SITC Rev.3,MTL,Export,3.14538,General,FOB,Last Known Destination,470,1990
Netherlands(1990),SITC Rev.3,NLG,Import,0.549634,Special,CIF,Origin,528,1990
Netherlands(1990),SITC Rev.3,NLG,Export,0.549591,Special,FOB,Last Known Destination,528,1990
Portugal(1990),HS1992,PTE,Import,0.007079,Special,CIF,Origin,620,1990
Portugal(1990),HS1992,PTE,Export,0.00702,Special,FOB,Last Known Destination,620,1990
Spain(1990),HS1992,ESP,Import,0.009838,Special,CIF,Origin,724,1990
Spain(1990),HS1992,ESP,Export,0.00985,Special,FOB,Last Known Destination,724,1990
Sweden(1990),SITC Rev.3,SEK,Import,0.169013,General,CIF,Origin,752,1990
Sweden(1990),SITC Rev.3,SEK,Export,0.16903,General,FOB,Last Known Destination,752,1990
United Kingdom(1990),SITC Rev.3,GBP,Import,1.78287,General,CIF,Consignment,826,1990
United Kingdom(1990),SITC Rev.3,GBP,Export,1.789759,General,FOB,Last Known Destination,826,1990
Fiji(1990),SITC Rev.3,FJD,Import,0.67781,General,CIF,Origin,242,1990
Fiji(1990),SITC Rev.3,FJD,Export,0.67801,General,FOB,Last Known Destination,242,1990
Fmr Ethiopia(1990),SITC Rev.2,ETB,Import,0.483092,General,CIF,Origin,230,1990
Fmr Ethiopia(1990),SITC Rev.2,ETB,Export,0.483092,General,FOB,Last Known Destination,230,1990
French Guiana(1990),SITC Rev.3,FRF,Import,0.183502,Special,CIF,Origin,254,1990
French Guiana(1990),SITC Rev.3,FRF,Export,0.18317,Special,FOB,Last Known Destination,254,1990
Greenland(1990),SITC Rev.3,DKK,Import,0.1616,General,CIF,Origin,304,1990
Greenland(1990),SITC Rev.3,DKK,Export,0.1616,General,FOB,Last Known Destination,304,1990
Grenada(1990),SITC Rev.2,XCD,Import,0.37037,Special,CIF,Origin,308,1990
Grenada(1990),SITC Rev.2,XCD,Export,0.37037,General,FOB,Last Known Destination,308,1990
Guadeloupe(1990),SITC Rev.3,FRF,Import,0.184596,Special,CIF,Origin,312,1990
Guadeloupe(1990),SITC Rev.3,FRF,Export,0.18218,Special,FOB,Last Known Destination,312,1990
Guatemala(1990),SITC Rev.2,USD,Import,1,Special,CIF,Origin,320,1990
Guatemala(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,320,1990
Haiti(1990),HS1992,HTG,Import,NA,NULL,NULL,,332,1990
Haiti(1990),HS1992,HTG,Export,0.199997,General,FOB,Last Known Destination,332,1990
Honduras(1990),SITC Rev.2,USD,Import,1,Special,CIF,Origin,340,1990
Honduras(1990),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,340,1990
India(1990),HS1992,INR,Import,0.055101,General,CIF,Consignment,699,1990
India(1990),HS1992,INR,Export,0.05511,General,FOB,Last Known Destination,699,1990
Indonesia(1990),HS1992,USD,Import,1,Special,CIF,Origin,360,1990
Indonesia(1990),HS1992,USD,Export,1,Special,FOB,Last Known Destination,360,1990
Israel(1990),SITC Rev.3,USD,Import,1,Special,CIF,Purchase,376,1990
Israel(1990),SITC Rev.3,USD,Export,1,Special,FOB,Last Known Destination,376,1990
