reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Afghanistan(1968),SITC Rev.1,AFA,Import,0.134282,General,CIF,Origin,4,1968
Afghanistan(1968),SITC Rev.1,AFA,Export,0.134282,General,FOB,Last Known Destination,4,1968
Algeria(1968),SITC Rev.1,DZD,Import,20.26,Special,CIF,Origin,12,1968
Algeria(1968),SITC Rev.1,DZD,Export,0.2026,Special,FOB,Consignment,12,1968
Argentina(1968),SITC Rev.1,USD,Import,1,Special,CIF,Origin,32,1968
Argentina(1968),SITC Rev.1,USD,Export,1,Special,FOB,Last Known Destination,32,1968
Australia(1968),SITC Rev.1,AUD,Import,1.12,General,FOB,Origin,36,1968
Australia(1968),SITC Rev.1,AUD,Export,1.12,General,FOB,Last Known Destination,36,1968
Austria(1968),SITC Rev.1,ATS,Import,0.384615,Special,CIF,Origin,40,1968
Austria(1968),SITC Rev.1,ATS,Export,0.384615,Special,FOB,Last Known Destination,40,1968
Barbados(1968),SITC Rev.1,XCD,Import,0.5,General,CIF,Origin,52,1968
Barbados(1968),SITC Rev.1,XCD,Export,0.5,General,FOB,Last Known Destination,52,1968
Belgium-Luxembourg(1968),SITC Rev.1,BEF,Import,0.2,Special,CIF,Origin,58,1968
Belgium-Luxembourg(1968),SITC Rev.1,BEF,Export,0.2,Special,FOB,Last Known Destination,58,1968
Benin(1968),SITC Rev.1,XOF,Import,0.4051,Special,CIF,Origin,204,1968
Benin(1968),SITC Rev.1,XOF,Export,0.4051,Special,FOB,Last Known Destination,204,1968
Bolivia (Plurinational State of)(1968),SITC Rev.1,USD,Import,1,Special,CIF,Origin,68,1968
Bolivia (Plurinational State of)(1968),SITC Rev.1,USD,Export,1,Special,FOB,Last Known Destination,68,1968
Brazil(1968),SITC Rev.1,USD,Import,1,Special,CIF,Purchase,76,1968
Brazil(1968),SITC Rev.1,USD,Export,1,General,FOB,Last Known Destination,76,1968
Brunei Darussalam(1968),SITC Rev.1,BND,Import,0.32667,Special,CIF,Origin,96,1968
Brunei Darussalam(1968),SITC Rev.1,BND,Export,0.326667,General,FOB,Last Known Destination,96,1968
Burkina Faso(1968),SITC Rev.1,XOF,Import,0.4051,Special,CIF,Origin,854,1968
Burkina Faso(1968),SITC Rev.1,XOF,Export,0.4051,Special,FOB,Last Known Destination,854,1968
Cambodia(1968),SITC Rev.1,KHR,Import,0.285714,Special,CIF,Origin,116,1968
Cambodia(1968),SITC Rev.1,KHR,Export,0.285714,Special,FOB,Last Known Destination,116,1968
Cameroon(1968),SITC Rev.1,XOF,Import,0.4051,Special,CIF,Origin,120,1968
Cameroon(1968),SITC Rev.1,XOF,Export,0.4051,Special,FOB,Last Known Destination,120,1968
Canada(1968),SITC Rev.1,CAD,Import,0.925,General,FOB,Consignment,124,1968
Canada(1968),SITC Rev.1,CAD,Export,0.925,General,FOB,Consignment,124,1968
Central African Rep.(1968),SITC Rev.1,XOF,Import,0.4051,Special,CIF,Origin,140,1968
Central African Rep.(1968),SITC Rev.1,XOF,Export,0.4051,Special,FOB,Last Known Destination,140,1968
Chad(1968),SITC Rev.1,XOF,Import,0.4051,Special,CIF,Origin,148,1968
Chad(1968),SITC Rev.1,XOF,Export,0.4051,Special,FOB,Last Known Destination,148,1968
Chile(1968),SITC Rev.1,USD,Import,1,Special,CIF,Purchase,152,1968
Chile(1968),SITC Rev.1,USD,Export,1,Special,FOB,Sale,152,1968
"China, Hong Kong SAR(1968)",SITC Rev.1,HKD,Import,0.165,General,CIF,Consignment,344,1968
"China, Hong Kong SAR(1968)",SITC Rev.1,HKD,Export,0.165,General,FOB,Last Known Destination,344,1968
Colombia(1968),SITC Rev.1,USD,Import,1,Special,CIF,Origin,170,1968
Colombia(1968),SITC Rev.1,USD,Export,1,Special,FOB,Last Known Destination,170,1968
Egypt(1968),SITC Rev.1,EGP,Import,2.3,Special,CIF,Consignment,818,1968
