reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Algeria(1989),SITC Rev.2,DZD,Import,0.131116,Special,CIF,Origin,12,1989
Algeria(1989),SITC Rev.2,DZD,Export,0.13112,Special,FOB,Last Known Destination,12,1989
Argentina(1989),SITC Rev.2,USD,Import,1,Special,CIF,Origin,32,1989
Argentina(1989),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,32,1989
Aruba(1989),SITC Rev.1,AWG,Import,0.55866,General,CIF,Origin,533,1989
Aruba(1989),SITC Rev.1,AWG,Export,0.55866,General,FOB,Last Known Destination,533,1989
Australia(1989),HS1992,AUD,Import,0.77359,General,FOB,Origin,36,1989
Australia(1989),HS1992,AUD,Export,0.78149,General,FOB,Last Known Destination,36,1989
Austria(1989),SITC Rev.3,ATS,Import,0.075528,Special,CIF,Origin,40,1989
Austria(1989),SITC Rev.3,ATS,Export,0.07553,Special,FOB,Last Known Destination,40,1989
Bahrain(1989),SITC Rev.1,BHD,Import,2.65958,General,CIF,Origin,48,1989
Bahrain(1989),SITC Rev.1,BHD,Export,2.65958,General,FOB,Last Known Destination,48,1989
Bangladesh(1989),HS1992,BDT,Import,0.03108,General,CIF,Origin,50,1989
Bangladesh(1989),HS1992,BDT,Export,0.03111,General,FOB,Last Known Destination,50,1989
Barbados(1989),SITC Rev.2,XCD,Import,0.497191,General,CIF,Origin,52,1989
Barbados(1989),SITC Rev.2,XCD,Export,0.49719,General,FOB,Last Known Destination,52,1989
Belgium-Luxembourg(1989),SITC Rev.3,BEF,Import,0.25693,Special,CIF,Origin,58,1989
Belgium-Luxembourg(1989),SITC Rev.3,BEF,Export,0.257,Special,FOB,Last Known Destination,58,1989
Belize(1989),SITC Rev.1,BZD,Import,0.5,General,CIF,Origin,84,1989
Belize(1989),SITC Rev.1,BZD,Export,0.5,General,FOB,Last Known Destination,84,1989
Bermuda(1989),SITC Rev.1,BMD,Import,NA,NULL,NULL,,60,1989
Bermuda(1989),SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60,1989
Bolivia (Plurinational State of)(1989),SITC Rev.2,USD,Import,1,Special,CIF,Origin,68,1989
Bolivia (Plurinational State of)(1989),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,68,1989
Brazil(1989),HS1992,USD,Import,1,Special,CIF,Purchase,76,1989
Brazil(1989),HS1992,USD,Export,1,Special,FOB,Last Known Destination,76,1989
Brunei Darussalam(1989),SITC Rev.2,BND,Import,0.512742,General,CIF,Origin,96,1989
Brunei Darussalam(1989),SITC Rev.2,BND,Export,0.51274,General,FOB,Last Known Destination,96,1989
Cameroon(1989),SITC Rev.2,XOF,Import,0.003135,Special,CIF,Origin,120,1989
Cameroon(1989),SITC Rev.2,XOF,Export,0.00313,Special,FOB,Last Known Destination,120,1989
