reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Algeria(1995),HS1992,DZD,Import,0.021022,Special,CIF,Origin,12,1995
Algeria(1995),HS1992,DZD,Export,0.02096,Special,FOB,Last Known Destination,12,1995
Andorra(1995),HS1992,EUR,Import,1.30801,General,CIF,Consignment,20,1995
Andorra(1995),HS1992,EUR,Export,1.30801,General,FOB,Last Known Destination,20,1995
Argentina(1995),HS1992,USD,Import,1,Special,CIF,Origin,32,1995
Argentina(1995),HS1992,USD,Export,1,Special,FOB,Last Known Destination,32,1995
Aruba(1995),SITC Rev.2,AWG,Import,0.56497,Special,CIF,Origin,533,1995
Aruba(1995),SITC Rev.2,AWG,Export,0.56497,Special,FOB,Last Known Destination,533,1995
Australia(1995),HS1992,AUD,Import,0.741266,General,FOB,Origin,36,1995
Australia(1995),HS1992,AUD,Export,0.74119,General,FOB,Last Known Destination,36,1995
Austria(1995),HS1992,ATS,Import,0.099205,Special,CIF,Origin,40,1995
Austria(1995),HS1992,ATS,Export,0.0992,Special,FOB,Last Known Destination,40,1995
Bahamas(1995),SITC Rev.2,BSD,Import,1,General,CIF,Consignment,44,1995
Bahamas(1995),SITC Rev.2,BSD,Export,1,General,FOB,Last Known Destination,44,1995
Bahrain(1995),SITC Rev.3,BHD,Import,2.65958,General,CIF,Origin,48,1995
Bahrain(1995),SITC Rev.3,BHD,Export,2.65958,General,FOB,Last Known Destination,48,1995
Bangladesh(1995),HS1992,BDT,Import,0.02489,General,CIF,Origin,50,1995
Bangladesh(1995),HS1992,BDT,Export,0.024875,General,FOB,Last Known Destination,50,1995
Barbados(1995),SITC Rev.3,XCD,Import,0.4972,General,CIF,Origin,52,1995
Barbados(1995),SITC Rev.3,XCD,Export,0.4972,General,FOB,Last Known Destination,52,1995
Belgium-Luxembourg(1995),HS1992,BEF,Import,0.033959,Special,CIF,Origin,58,1995
Belgium-Luxembourg(1995),HS1992,BEF,Export,0.03396,Special,FOB,Last Known Destination,58,1995
Belize(1995),HS1992,XCD,Import,0.37037,General,CIF,Origin,84,1995
