reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Afghanistan(1974),SITC Rev.1,AFA,Import,0.16411,General,CIF,Origin,4,1974
Afghanistan(1974),SITC Rev.1,AFA,Export,0.1664,General,FOB,Last Known Destination,4,1974
Algeria(1974),SITC Rev.1,DZD,Import,0.239914,Special,CIF,Origin,12,1974
Algeria(1974),SITC Rev.1,DZD,Export,0.23927,Special,FOB,Consignment,12,1974
Angola(1974),SITC Rev.1,PTE,Import,0.39382,Special,CIF,Origin,24,1974
Angola(1974),SITC Rev.1,PTE,Export,0.39382,Special,FOB,Last Known Destination,24,1974
Antigua and Barbuda(1974),SITC Rev.1,XCD,Import,0.4873,Special,CIF,Origin,28,1974
Antigua and Barbuda(1974),SITC Rev.1,XCD,Export,0.487301,General,FOB,Last Known Destination,28,1974
Argentina(1974),SITC Rev.1,USD,Import,1,Special,CIF,Origin,32,1974
Argentina(1974),SITC Rev.1,USD,Export,1,Special,FOB,Last Known Destination,32,1974
Australia(1974),SITC Rev.1,AUD,Import,1.43835,General,FOB,Origin,36,1974
Australia(1974),SITC Rev.1,AUD,Export,1.4381,General,FOB,Last Known Destination,36,1974
Austria(1974),SITC Rev.1,ATS,Import,0.53617,Special,CIF,Origin,40,1974
Austria(1974),SITC Rev.1,ATS,Export,0.53701,Special,FOB,Last Known Destination,40,1974
Bahamas(1974),SITC Rev.1,BSD,Import,1,General,CIF,Origin,44,1974
Bahamas(1974),SITC Rev.1,BSD,Export,1,General,FOB,Last Known Destination,44,1974
Bahrain(1974),SITC Rev.1,BHD,Import,2.53333,Special,CIF,Origin,48,1974
Bahrain(1974),SITC Rev.1,BHD,Export,2.53333,Special,FOB,Last Known Destination,48,1974
Barbados(1974),SITC Rev.1,XCD,Import,0.487561,General,CIF,Origin,52,1974
Barbados(1974),SITC Rev.1,XCD,Export,0.49183,General,FOB,Last Known Destination,52,1974
Belgium-Luxembourg(1974),SITC Rev.1,BEF,Import,0.025733,Special,CIF,Origin,58,1974
Belgium-Luxembourg(1974),SITC Rev.1,BEF,Export,0.02575,Special,FOB,Last Known Destination,58,1974
Benin(1974),SITC Rev.1,XOF,Import,0.415801,Special,CIF,Origin,204,1974
Benin(1974),SITC Rev.1,XOF,Export,0.415801,Special,FOB,Last Known Destination,204,1974
Bermuda(1974),SITC Rev.1,BMD,Import,1,General,CIF,Origin,60,1974
Bermuda(1974),SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60,1974
Bolivia (Plurinational State of)(1974),SITC Rev.1,USD,Import,1,Special,CIF,Origin,68,1974
Bolivia (Plurinational State of)(1974),SITC Rev.1,USD,Export,1,Special,FOB,Last Known Destination,68,1974
Brazil(1974),SITC Rev.1,USD,Import,1,Special,CIF,Purchase,76,1974
Brazil(1974),SITC Rev.1,USD,Export,1,General,FOB,Last Known Destination,76,1974
Brunei Darussalam(1974),SITC Rev.1,BND,Import,0.4162,Special,CIF,Origin,96,1974
Brunei Darussalam(1974),SITC Rev.1,BND,Export,0.4162,General,FOB,Last Known Destination,96,1974
Burkina Faso(1974),SITC Rev.1,XOF,Import,0.416817,Special,CIF,Origin,854,1974
Burkina Faso(1974),SITC Rev.1,XOF,Export,0.41424,Special,FOB,Last Known Destination,854,1974
Burundi(1974),SITC Rev.1,BIF,Import,1.2698,Special,CIF,Origin,108,1974
Burundi(1974),SITC Rev.1,BIF,Export,1.2698,Special,FOB,Last Known Destination,108,1974
Cameroon(1974),SITC Rev.1,XOF,Import,0.416837,Special,CIF,Origin,120,1974
Cameroon(1974),SITC Rev.1,XOF,Export,0.415912,Special,FOB,Last Known Destination,120,1974
Canada(1974),SITC Rev.1,CAD,Import,1.02273,General,FOB,Consignment,124,1974
Canada(1974),SITC Rev.1,CAD,Export,1.022815,General,FOB,Consignment,124,1974
Central African Rep.(1974),SITC Rev.1,XOF,Import,0.4158,Special,CIF,Origin,140,1974
Central African Rep.(1974),SITC Rev.1,XOF,Export,0.4158,Special,FOB,Last Known Destination,140,1974
Chad(1974),SITC Rev.1,XOF,Import,0.417757,Special,CIF,Origin,148,1974
