reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Algeria(1985),SITC Rev.2,DZD,Import,0.198871,Special,CIF,Origin,12,1985
Algeria(1985),SITC Rev.2,DZD,Export,0.19889,Special,FOB,Last Known Destination,12,1985
Angola(1985),SITC Rev.2,AON,Import,0.0331,Special,CIF,Consignment,24,1985
Angola(1985),SITC Rev.2,AON,Export,NA,NULL,NULL,,24,1985
Argentina(1985),SITC Rev.2,USD,Import,1,Special,CIF,Origin,32,1985
Argentina(1985),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,32,1985
Australia(1985),SITC Rev.2,AUD,Import,0.698805,General,FOB,Origin,36,1985
Australia(1985),SITC Rev.2,AUD,Export,0.69773,General,FOB,Last Known Destination,36,1985
Austria(1985),SITC Rev.2,ATS,Import,0.048718,Special,CIF,Origin,40,1985
Austria(1985),SITC Rev.2,ATS,Export,0.048725,Special,FOB,Last Known Destination,40,1985
Bahamas(1985),SITC Rev.1,BSD,Import,1,General,CIF,Origin,44,1985
Bahamas(1985),SITC Rev.1,BSD,Export,1,General,FOB,Last Known Destination,44,1985
Bahrain(1985),SITC Rev.1,BHD,Import,2.65958,General,CIF,Origin,48,1985
Bahrain(1985),SITC Rev.1,BHD,Export,2.65958,General,FOB,Last Known Destination,48,1985
Bangladesh(1985),SITC Rev.2,BDT,Import,0.036374,General,CIF,Consignment,50,1985
Bangladesh(1985),SITC Rev.2,BDT,Export,0.03579,General,FOB,Last Known Destination,50,1985
Barbados(1985),SITC Rev.2,XCD,Import,0.49719,General,CIF,Origin,52,1985
Barbados(1985),SITC Rev.2,XCD,Export,0.497191,General,FOB,Last Known Destination,52,1985
Belgium-Luxembourg(1985),SITC Rev.2,BEF,Import,0.16937,Special,CIF,Origin,58,1985
Belgium-Luxembourg(1985),SITC Rev.2,BEF,Export,0.16946,Special,FOB,Last Known Destination,58,1985
Belize(1985),SITC Rev.1,BZD,Import,0.5,General,CIF,Origin,84,1985
Belize(1985),SITC Rev.1,BZD,Export,0.5,General,FOB,Last Known Destination,84,1985
Bermuda(1985),SITC Rev.1,BMD,Import,1,General,CIF,Origin,60,1985
Bermuda(1985),SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60,1985
Bolivia (Plurinational State of)(1985),SITC Rev.2,USD,Import,1,Special,CIF,Origin,68,1985
Bolivia (Plurinational State of)(1985),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,68,1985
