reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Albania(2002),HS1996,ALL,Import,0.007146,Special,CIF,Origin,8,2002
Albania(2002),HS1996,ALL,Export,0.00715,Special,FOB,Last Known Destination,8,2002
Algeria(2002),HS2002,DZD,Import,0.01255,Special,CIF,Origin,12,2002
Algeria(2002),HS2002,DZD,Export,0.012551,Special,FOB,Last Known Destination,12,2002
Andorra(2002),HS2002,EUR,Import,0.945175,General,CIF,Origin,20,2002
Andorra(2002),HS2002,EUR,Export,0.945037,General,FOB,Last Known Destination,20,2002
Anguilla(2002),HS1992,XCD,Import,0.37037,General,CIF,Origin,660,2002
Anguilla(2002),HS1992,XCD,Export,0.37037,General,FOB,Last Known Destination,660,2002
Argentina(2002),HS2002,USD,Import,1,Special,CIF,Origin,32,2002
Argentina(2002),HS2002,USD,Export,1,Special,FOB,Last Known Destination,32,2002
Armenia(2002),HS1996,USD,Import,1,General,CIF,Origin,51,2002
Armenia(2002),HS1996,USD,Export,1,General,FOB,Last Known Destination,51,2002
Aruba(2002),HS2002,AWG,Import,0.558659,General,CIF,Origin,533,2002
Aruba(2002),HS2002,AWG,Export,0.558659,General,FOB,Last Known Destination,533,2002
Australia(2002),HS2002,AUD,Import,0.544852,General,FOB,Origin,36,2002
Australia(2002),HS2002,AUD,Export,0.544312,General,FOB,Last Known Destination,36,2002
Austria(2002),HS2002,EUR,Import,0.944125,Special,CIF,Origin,40,2002
Austria(2002),HS2002,EUR,Export,0.944603,Special,FOB,Last Known Destination,40,2002
Azerbaijan(2002),HS1996,USD,Import,1,General,CIF,Origin,31,2002
Azerbaijan(2002),HS1996,USD,Export,1,General,FOB,Last Known Destination,31,2002
Bahamas(2002),HS1996,BSD,Import,1,General,CIF,Origin,44,2002
Bahamas(2002),HS1996,BSD,Export,1,General,FOB,Last Known Destination,44,2002
Bahrain(2002),HS2002,BHD,Import,2.65957,General,CIF,Origin,48,2002
Bahrain(2002),HS2002,BHD,Export,2.65957,General,FOB,Last Known Destination,48,2002
Bangladesh(2002),HS2002,BDT,Import,0.017274,General,CIF,Consignment,50,2002
Bangladesh(2002),HS2002,BDT,Export,0.017274,General,FOB,Last Known Destination,50,2002
Barbados(2002),HS1996,XCD,Import,0.37037,General,CIF,Origin,52,2002
Barbados(2002),HS1996,XCD,Export,0.37037,General,FOB,Last Known Destination,52,2002
Belarus(2002),HS2002,USD,Import,1,General,CIF,Origin,112,2002
Belarus(2002),HS2002,USD,Export,1,General,FOB,Last Known Destination,112,2002
Belgium(2002),HS2002,EUR,Import,0.944668,Special,CIF,Origin/Consignment for Intra-EU,56,2002
