reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Albania(2021),HS2017,ALL,Import,0.00966,Special,CIF,Origin,8,2021
Albania(2021),HS2017,ALL,Export,0.00966,Special,FOB,Last Known Destination,8,2021
Andorra(2021),HS2017,EUR,Import,1.18254,General,CIF,Origin,20,2021
Andorra(2021),HS2017,EUR,Export,1.176319,General,FOB,Last Known Destination,20,2021
Angola(2021),HS2017,AOA,Import,0.001584,Special,CIF,Origin,24,2021
Angola(2021),HS2017,AOA,Export,0.001584,Special,FOB,Last Known Destination,24,2021
Argentina(2021),HS2017,USD,Import,1,Special,CIF,Origin,32,2021
Argentina(2021),HS2017,USD,Export,1,Special,FOB,Last Known Destination,32,2021
Armenia(2021),HS2017,USD,Import,1,General,CIF,Origin,51,2021
Armenia(2021),HS2017,USD,Export,1,General,FOB,Last Known Destination,51,2021
Aruba(2021),HS2012,AWG,Import,0.558659,General,CIF,Origin,533,2021
Aruba(2021),HS2012,AWG,Export,0.558659,General,FOB,Last Known Destination,533,2021
Australia(2021),HS2017,AUD,Import,0.751188,General,FOB,Origin,36,2021
Australia(2021),HS2017,AUD,Export,0.751188,General,FOB,Last Known Destination,36,2021
Austria(2021),HS2017,EUR,Import,1.18274,Special,CIF,Origin,40,2021
Austria(2021),HS2017,EUR,Export,1.18274,Special,FOB,Last Known Destination,40,2021
Azerbaijan(2021),HS2017,USD,Import,1,General,CIF,Origin,31,2021
Azerbaijan(2021),HS2017,USD,Export,1,General,FOB,Last Known Destination,31,2021
Bahrain(2021),HS2017,BHD,Import,2.659574,General,CIF,Origin,48,2021
Bahrain(2021),HS2017,BHD,Export,2.659574,General,FOB,Last Known Destination,48,2021
Barbados(2021),HS2017,BBD,Import,0.5,General,CIF,Origin,52,2021
Barbados(2021),HS2017,BBD,Export,0.5,General,FOB,Last Known Destination,52,2021
Belarus(2021),HS2017,USD,Import,1,General,CIF,Origin,112,2021
Belarus(2021),HS2017,USD,Export,1,General,FOB,Last Known Destination,112,2021
Belgium(2021),HS2017,EUR,Import,1.18274,Special,CIF,Origin/Consignment for Intra EU,56,2021
Belgium(2021),HS2017,EUR,Export,1.18274,Special,FOB,Last Known Destination,56,2021
Belize(2021),HS2017,BZD,Import,0.5,General,CIF,Origin,84,2021
Belize(2021),HS2017,BZD,Export,0.5,General,FOB,Last Known Destination,84,2021
Benin(2021),HS2017,XOF,Import,0.001803,General,CIF,Origin,204,2021
Benin(2021),HS2017,XOF,Export,0.001803,General,FOB,Last Known Destination,204,2021
Bermuda(2021),HS2017,USD,Import,1,General,FOB,Origin,60,2021
Bermuda(2021),HS2017,USD,Export,1,General,FOB,Last Known Destination,60,2021
Bolivia (Plurinational State of)(2021),HS2017,USD,Import,1,General,CIF,Origin,68,2021
Bolivia (Plurinational State of)(2021),HS2017,USD,Export,1,General,FOB,Last Known Destination,68,2021
Bosnia Herzegovina(2021),HS2017,USD,Import,1,Special,CIF,Origin,70,2021
Bosnia Herzegovina(2021),HS2017,USD,Export,1,Special,FOB,Last Known Destination,70,2021
Botswana(2021),HS2017,USD,Import,1,General,CIF,Origin,72,2021
Botswana(2021),HS2017,USD,Export,1,General,FOB,Last Known Destination,72,2021
Brazil(2021),HS2017,USD,Import,1,Special,CIF/FOB,Origin,76,2021
Brazil(2021),HS2017,USD,Export,1,Special,FOB,Last Known Destination,76,2021
Brunei Darussalam(2021),HS2017,USD,Import,1,Special,CIF,Origin,96,2021
Brunei Darussalam(2021),HS2017,USD,Export,1,Special,FOB,Last Known Destination,96,2021
Bulgaria(2021),HS2017,BGL,Import,0.604677,Special,CIF,Consignment,100,2021
Bulgaria(2021),HS2017,BGL,Export,0.604677,Special,FOB,Last Known Destination,100,2021
Burkina Faso(2021),HS2017,XAF,Import,0.001803,General,CIF,Origin,854,2021
Burkina Faso(2021),HS2017,XAF,Export,0.001803,General,FOB,Last Known Destination,854,2021
Burundi(2021),HS2017,BIF,Import,0.000506,General,CIF,Origin,108,2021
Burundi(2021),HS2017,BIF,Export,0.000506,General,FOB,Last Known Destination,108,2021
Cambodia(2021),HS2017,USD,Import,1,General,CIF,Origin,116,2021
Cambodia(2021),HS2017,USD,Export,1,General,FOB,Last Known Destination,116,2021
Canada(2021),HS2017,CAD,Import,0.797526,General,FOB,Origin,124,2021
Canada(2021),HS2017,CAD,Export,0.797526,General,FOB,Last Known Destination,124,2021
Cayman Isds(2021),HS2017,KYD,Import,1.200005,General,CIF,Origin,136,2021
Cayman Isds(2021),HS2017,KYD,Export,1.200005,General,FOB,Last Known Destination,136,2021
Chile(2021),HS2017,USD,Import,1,General,CIF/FOB,Consignment,152,2021
