reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Algeria(1982),SITC Rev.2,DZD,Import,0.217761,Special,CIF,Origin,12,1982
Algeria(1982),SITC Rev.2,DZD,Export,0.217761,Special,FOB,Last Known Destination,12,1982
Argentina(1982),SITC Rev.2,USD,Import,1,Special,CIF,Origin,32,1982
Argentina(1982),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,32,1982
Australia(1982),SITC Rev.2,AUD,Import,1.01731,General,FOB,Origin,36,1982
Australia(1982),SITC Rev.2,AUD,Export,1.01484,General,FOB,Last Known Destination,36,1982
Austria(1982),SITC Rev.2,ATS,Import,0.58783,Special,CIF,Origin,40,1982
Austria(1982),SITC Rev.2,ATS,Export,0.58821,Special,FOB,Last Known Destination,40,1982
Bahamas(1982),SITC Rev.1,BSD,Import,1,General,CIF,Origin,44,1982
Bahamas(1982),SITC Rev.1,BSD,Export,1,General,FOB,Last Known Destination,44,1982
Bahrain(1982),SITC Rev.1,BHD,Import,2.6596,General,CIF,Origin,48,1982
Bahrain(1982),SITC Rev.1,BHD,Export,2.65959,General,FOB,Last Known Destination,48,1982
Bangladesh(1982),SITC Rev.2,BDT,Import,0.045415,General,CIF,Consignment,50,1982
Bangladesh(1982),SITC Rev.2,BDT,Export,0.04513,General,FOB,Last Known Destination,50,1982
Barbados(1982),SITC Rev.2,XCD,Import,0.4972,General,CIF,Origin,52,1982
Barbados(1982),SITC Rev.2,XCD,Export,0.497,General,FOB,Last Known Destination,52,1982
Belgium-Luxembourg(1982),SITC Rev.2,BEF,Import,0.21923,Special,CIF,Origin,58,1982
Belgium-Luxembourg(1982),SITC Rev.2,BEF,Export,0.21883,Special,FOB,Last Known Destination,58,1982
Belize(1982),SITC Rev.1,BZD,Import,0.5,General,CIF,Origin,84,1982
Belize(1982),SITC Rev.1,BZD,Export,0.5,General,FOB,Last Known Destination,84,1982
Benin(1982),SITC Rev.1,XOF,Import,0.304,Special,CIF,Origin,204,1982
Benin(1982),SITC Rev.1,XOF,Export,0.304,Special,FOB,Last Known Destination,204,1982
Bermuda(1982),SITC Rev.1,BMD,Import,1,General,CIF,Origin,60,1982
Bermuda(1982),SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60,1982
Bolivia (Plurinational State of)(1982),SITC Rev.2,USD,Import,1,Special,CIF,Origin,68,1982
Bolivia (Plurinational State of)(1982),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,68,1982
Brazil(1982),SITC Rev.1,USD,Import,1,Special,CIF,Purchase,76,1982
Brazil(1982),SITC Rev.1,USD,Export,1,Special,FOB,Last Known Destination,76,1982
Brunei Darussalam(1982),SITC Rev.1,BND,Import,0.4671,Special,CIF,Origin,96,1982
Brunei Darussalam(1982),SITC Rev.1,BND,Export,0.467099,General,FOB,Last Known Destination,96,1982
Burkina Faso(1982),SITC Rev.2,XOF,Import,0.304445,Special,CIF,Origin,854,1982
Burkina Faso(1982),SITC Rev.2,XOF,Export,0.31034,Special,FOB,Last Known Destination,854,1982
Cameroon(1982),SITC Rev.2,XOF,Import,0.3068,Special,CIF,Origin,120,1982
Cameroon(1982),SITC Rev.2,XOF,Export,0.3054,Special,FOB,Last Known Destination,120,1982
Canada(1982),SITC Rev.2,CAD,Import,0.811053,General,FOB,Consignment,124,1982
Canada(1982),SITC Rev.2,CAD,Export,0.810314,General,FOB,Consignment,124,1982
Chile(1982),SITC Rev.1,USD,Import,1,Special,CIF,Purchase,152,1982
Chile(1982),SITC Rev.1,USD,Export,1,Special,FOB,Sale,152,1982
"China, Hong Kong SAR(1982)",SITC Rev.2,HKD,Import,0.164187,General,CIF,Consignment,344,1982
"China, Hong Kong SAR(1982)",SITC Rev.2,HKD,Export,0.16457,General,FOB,Last Known Destination,344,1982
"China, Macao SAR(1982)",SITC Rev.2,MOP,Import,NA,NULL,NULL,Origin,446,1982
"China, Macao SAR(1982)",SITC Rev.2,MOP,Export,0.15967,General,FOB,Last Known Destination,446,1982
Colombia(1982),SITC Rev.2,USD,Import,1,Special,CIF,Purchase,170,1982
Colombia(1982),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,170,1982
Egypt(1982),SITC Rev.2,EGP,Import,1.42858,Special,CIF,Consignment,818,1982
Egypt(1982),SITC Rev.2,EGP,Export,1.428581,Special,FOB,Last Known Destination,818,1982
Kenya(1982),SITC Rev.2,KES,Import,0.089026,General,CIF,Origin,404,1982
Kenya(1982),SITC Rev.2,KES,Export,0.08591,General,FOB,Last Known Destination,404,1982
Madagascar(1982),SITC Rev.2,MGF,Import,0.286,Special,CIF,Origin,450,1982
Madagascar(1982),SITC Rev.2,MGF,Export,0.286,Special,FOB,Last Known Destination,450,1982
Malawi(1982),SITC Rev.2,MWK,Import,0.966153,General,CIF,Origin,454,1982
Malawi(1982),SITC Rev.2,MWK,Export,0.95739,General,FOB,Last Known Destination,454,1982
Mauritius(1982),SITC Rev.2,MUR,Import,0.91971,General,CIF,Origin,480,1982
Mauritius(1982),SITC Rev.2,MUR,Export,0.91971,General,FOB,Last Known Destination,480,1982
Seychelles(1982),SITC Rev.2,SCR,Import,0.152835,Special,CIF,Origin,690,1982
Seychelles(1982),SITC Rev.2,SCR,Export,0.151698,Domestic,FOB,Last Known Destination,690,1982
Fmr Sudan(1982),SITC Rev.1,SDD,Import,1.05857,General,CIF,Consignment,736,1982
Fmr Sudan(1982),SITC Rev.1,SDD,Export,1.03345,General,FOB,Last Known Destination,736,1982
Costa Rica(1982),SITC Rev.1,USD,Import,1,Special,CIF,Origin,188,1982
Costa Rica(1982),SITC Rev.1,USD,Export,1,Special,FOB,Last Known Destination,188,1982
Côte d'Ivoire(1982),SITC Rev.2,XOF,Import,0.3039,General,CIF,Origin,384,1982
Côte d'Ivoire(1982),SITC Rev.2,XOF,Export,0.306,General,FOB,Last Known Destination,384,1982
Cyprus(1982),SITC Rev.2,CYP,Import,2.10321,General,CIF,Consignment,196,1982
Cyprus(1982),SITC Rev.2,CYP,Export,2.10405,General,FOB,Last Known Destination,196,1982
Czechoslovakia(1982),SITC Rev.2,CZK,Import,0.164502,General,FOB,Purchase,200,1982
Czechoslovakia(1982),SITC Rev.2,CZK,Export,0.16465,General,FOB,Sale,200,1982
Denmark(1982),SITC Rev.2,DKK,Import,0.120254,General,CIF,Origin,208,1982
Denmark(1982),SITC Rev.2,DKK,Export,0.12027,General,FOB,Last Known Destination,208,1982
Dominican Rep.(1982),SITC Rev.1,DOP,Import,1,General,FOB,Origin,214,1982
Dominican Rep.(1982),SITC Rev.1,DOP,Export,1,General,FOB,Last Known Destination,214,1982
Ghana(1982),SITC Rev.1,GHC,Import,0.36364,General,CIF,Origin,288,1982
Ghana(1982),SITC Rev.1,GHC,Export,0.36364,General,FOB,Last Known Destination,288,1982
Liberia(1982),SITC Rev.2,USD,Import,1,General,CIF,Origin,430,1982
Liberia(1982),SITC Rev.2,USD,Export,1,General,FOB,Last Known Destination,430,1982
Mali(1982),SITC Rev.2,XOF,Import,0.3043,Special,CIF,Origin,466,1982
