reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Albania(2000),HS1996,ALL,Import,0.006938,Special,CIF,Origin,8,2000
Albania(2000),HS1996,ALL,Export,0.006964,Special,FOB,Last Known Destination,8,2000
Algeria(2000),HS1996,USD,Import,1,Special,CIF,Origin,12,2000
Algeria(2000),HS1996,USD,Export,1,Special,FOB,Last Known Destination,12,2000
Andorra(2000),HS1996,EUR,Import,0.91856,General,CIF,Origin,20,2000
Andorra(2000),HS1996,EUR,Export,0.918704,General,FOB,Last Known Destination,20,2000
Anguilla(2000),HS1992,XCD,Import,0.37037,Special,CIF,Origin,660,2000
Anguilla(2000),HS1992,XCD,Export,0.37037,Special,FOB,Last Known Destination,660,2000
Antigua and Barbuda(2000),HS1996,USD,Import,1,General,CIF,Origin,28,2000
Antigua and Barbuda(2000),HS1996,USD,Export,1,General,FOB,Last Known Destination,28,2000
Argentina(2000),HS1996,USD,Import,1,Special,CIF,Origin,32,2000
Argentina(2000),HS1996,USD,Export,1,Special,FOB,Last Known Destination,32,2000
Armenia(2000),HS1996,USD,Import,1,General,CIF,Origin,51,2000
Armenia(2000),HS1996,USD,Export,1,General,FOB,Last Known Destination,51,2000
Aruba(2000),HS1996,AWG,Import,0.558659,General,CIF,Origin,533,2000
Aruba(2000),HS1996,AWG,Export,0.558659,General,FOB,Last Known Destination,533,2000
Australia(2000),HS1996,AUD,Import,0.579461,General,FOB,Origin,36,2000
Australia(2000),HS1996,AUD,Export,0.578266,General,FOB,Last Known Destination,36,2000
Austria(2000),HS1996,ATS,Import,0.066903,Special,CIF,Origin,40,2000
Austria(2000),HS1996,ATS,Export,0.066912,Special,FOB,Last Known Destination,40,2000
Azerbaijan(2000),HS1996,USD,Import,1,General,CIF,Origin,31,2000
Azerbaijan(2000),HS1996,USD,Export,1,General,FOB,Last Known Destination,31,2000
Bahamas(2000),HS1996,USD,Import,1,General,CIF,Origin,44,2000
Bahamas(2000),HS1996,USD,Export,1,General,FOB,Last Known Destination,44,2000
Bahrain(2000),HS1992,BHD,Import,2.65957,General,CIF,Origin,48,2000
Bahrain(2000),HS1992,BHD,Export,2.65957,General,FOB,Last Known Destination,48,2000
Bangladesh(2000),HS1992,BDT,Import,0.019151,General,CIF,Consignment,50,2000
Bangladesh(2000),HS1992,BDT,Export,0.019158,General,FOB,Last Known Destination,50,2000
Barbados(2000),HS1996,XCD,Import,0.37037,General,CIF,Origin,52,2000
Barbados(2000),HS1996,XCD,Export,0.37037,General,FOB,Last Known Destination,52,2000
