reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Algeria(1986),SITC Rev.2,DZD,Import,0.212808,Special,CIF,Origin,12,1986
Algeria(1986),SITC Rev.2,DZD,Export,0.21262,Special,FOB,Last Known Destination,12,1986
Argentina(1986),SITC Rev.2,USD,Import,1,Special,CIF,Origin,32,1986
Argentina(1986),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,32,1986
Australia(1986),SITC Rev.2,AUD,Import,0.66661,General,FOB,Origin,36,1986
Australia(1986),SITC Rev.2,AUD,Export,0.66763,General,FOB,Last Known Destination,36,1986
Austria(1986),SITC Rev.2,ATS,Import,0.065821,Special,CIF,Origin,40,1986
Austria(1986),SITC Rev.2,ATS,Export,0.065782,Special,FOB,Last Known Destination,40,1986
Bahamas(1986),SITC Rev.1,BSD,Import,1,General,CIF,Origin,44,1986
Bahamas(1986),SITC Rev.1,BSD,Export,1,General,FOB,Last Known Destination,44,1986
Bahrain(1986),SITC Rev.1,BHD,Import,2.65958,General,CIF,Origin,48,1986
Bahrain(1986),SITC Rev.1,BHD,Export,2.65958,General,FOB,Last Known Destination,48,1986
Bangladesh(1986),SITC Rev.2,BDT,Import,0.033437,General,CIF,Consignment,50,1986
Bangladesh(1986),SITC Rev.2,BDT,Export,0.03337,General,FOB,Last Known Destination,50,1986
Barbados(1986),SITC Rev.2,XCD,Import,0.497191,General,CIF,Origin,52,1986
Barbados(1986),SITC Rev.2,XCD,Export,0.49719,General,FOB,Last Known Destination,52,1986
Belgium-Luxembourg(1986),SITC Rev.2,BEF,Import,0.22421,Special,CIF,Origin,58,1986
Belgium-Luxembourg(1986),SITC Rev.2,BEF,Export,0.22459,Special,FOB,Last Known Destination,58,1986
Belize(1986),SITC Rev.1,BZD,Import,0.5,General,CIF,Origin,84,1986
Belize(1986),SITC Rev.1,BZD,Export,0.5,General,FOB,Last Known Destination,84,1986
Bolivia (Plurinational State of)(1986),SITC Rev.2,USD,Import,1,Special,CIF,Origin,68,1986
Bolivia (Plurinational State of)(1986),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,68,1986
Brazil(1986),SITC Rev.2,USD,Import,1,Special,CIF,Purchase,76,1986
Brazil(1986),SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,76,1986
Brunei Darussalam(1986),SITC Rev.2,BND,Import,0.45043,Special,CIF,Origin,96,1986
Brunei Darussalam(1986),SITC Rev.2,BND,Export,0.450425,General,FOB,Last Known Destination,96,1986
Cameroon(1986),SITC Rev.2,XOF,Import,0.288726,Special,CIF,Origin,120,1986
Cameroon(1986),SITC Rev.2,XOF,Export,0.28761,Special,FOB,Last Known Destination,120,1986
