reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,r,y
Albania(1996),HS1996,LEK,Import,0.009569,General,CIF,Origin,8,1996
Albania(1996),HS1996,LEK,Export,0.00959,General,FOB,Last Known Destination,8,1996
Algeria(1996),HS1996,USD,Import,1,Special,CIF,Origin,12,1996
Algeria(1996),HS1996,USD,Export,1,Special,FOB,Last Known Destination,12,1996
Andorra(1996),HS1996,ESP,Import,0.007895,General,CIF,Consignment,20,1996
Andorra(1996),HS1996,ESP,Export,0.0079,General,FOB,Last Known Destination,20,1996
Argentina(1996),HS1996,USD,Import,1,Special,CIF,Origin,32,1996
Argentina(1996),HS1996,USD,Export,1,Special,FOB,Last Known Destination,32,1996
Aruba(1996),SITC Rev.2,AWG,Import,0.56497,Special,CIF,Origin,533,1996
Aruba(1996),SITC Rev.2,AWG,Export,0.56497,Special,FOB,Last Known Destination,533,1996
Australia(1996),HS1996,AUD,Import,0.783164,General,FOB,Origin,36,1996
Australia(1996),HS1996,AUD,Export,0.78333,General,FOB,Last Known Destination,36,1996
Austria(1996),HS1996,ATS,Import,0.094399,Special,CIF,Origin,40,1996
Austria(1996),HS1996,ATS,Export,0.09446,Special,FOB,Last Known Destination,40,1996
Azerbaijan(1996),HS1992,USD,Import,1,General,CIF,Origin,31,1996
Azerbaijan(1996),HS1992,USD,Export,1,General,FOB,Last Known Destination,31,1996
Bahrain(1996),SITC Rev.3,BHD,Import,2.65958,General,CIF,Origin,48,1996
Bahrain(1996),SITC Rev.3,BHD,Export,2.65958,General,FOB,Last Known Destination,48,1996
Bangladesh(1996),HS1992,BDT,Import,0.02447,General,CIF,Origin,50,1996
Bangladesh(1996),HS1992,BDT,Export,0.024484,General,FOB,Last Known Destination,50,1996
Barbados(1996),SITC Rev.3,XCD,Import,0.4972,General,CIF,Origin,52,1996
Barbados(1996),SITC Rev.3,XCD,Export,0.4972,General,FOB,Last Known Destination,52,1996
Belgium-Luxembourg(1996),HS1996,BEF,Import,0.032307,Special,CIF,Origin,58,1996
Belgium-Luxembourg(1996),HS1996,BEF,Export,0.0323,Special,FOB,Last Known Destination,58,1996
Belize(1996),HS1992,XCD,Import,0.37037,General,CIF,Origin,84,1996
Belize(1996),HS1992,XCD,Export,0.37037,General,FOB,Last Known Destination,84,1996
Benin(1996),SITC Rev.2,XOF,Import,0.001954,General,CIF,Origin,204,1996
Benin(1996),SITC Rev.2,XOF,Export,0.00194,General,FOB,Last Known Destination,204,1996
Bolivia (Plurinational State of)(1996),HS1992,USD,Import,1,Special,CIF,Origin,68,1996
Bolivia (Plurinational State of)(1996),HS1992,USD,Export,1,Special,FOB,Last Known Destination,68,1996
Brazil(1996),HS1992,USD,Import,1,Special,CIF,Purchase,76,1996
Brazil(1996),HS1992,USD,Export,1,Special,FOB,Last Known Destination,76,1996
Bulgaria(1996),HS1996,USD,Import,1,Special,CIF,Origin,100,1996
Bulgaria(1996),HS1996,USD,Export,1,Special,FOB,Last Known Destination,100,1996
Burkina Faso(1996),HS1992,XOF,Import,0.001955,General,CIF,Origin,854,1996
Burkina Faso(1996),HS1992,XOF,Export,0.00196,General,FOB,Last Known Destination,854,1996
Burundi(1996),HS1992,BIF,Import,0.003408,General,CIF,Consignment,108,1996
Burundi(1996),HS1992,BIF,Export,0.00351,General,FOB,Last Known Destination,108,1996
Cabo Verde(1996),SITC Rev.2,CVE,Import,0.01211,Special,CIF,Origin,132,1996
Cabo Verde(1996),SITC Rev.2,CVE,Export,0.01211,Special,FOB,Last Known Destination,132,1996
Cameroon(1996),HS1992,XOF,Import,0.001955,Special,CIF,Origin,120,1996
Cameroon(1996),HS1992,XOF,Export,0.001954,Special,FOB,Last Known Destination,120,1996
Canada(1996),HS1996,CAD,Import,0.73363,General,FOB,Origin,124,1996
Canada(1996),HS1996,CAD,Export,0.73353,General,FOB,Last Known Destination,124,1996
Central African Rep.(1996),HS1992,XOF,Import,0.001955,Special,CIF,Origin,140,1996
Central African Rep.(1996),HS1992,XOF,Export,0.001954,Special,FOB,Last Known Destination,140,1996
Chile(1996),HS1992,USD,Import,1,Special,CIF,Purchase,152,1996
Chile(1996),HS1992,USD,Export,1,Special,FOB,Sale,152,1996
China(1996),HS1996,USD,Import,1,Special,CIF,Origin,156,1996
China(1996),HS1996,USD,Export,1,Special,FOB,Last Known Destination,156,1996
"China, Hong Kong SAR(1996)",HS1996,HKD,Import,0.129294,General,CIF,Consignment,344,1996
"China, Hong Kong SAR(1996)",HS1996,HKD,Export,0.12929,General,FOB,Last Known Destination,344,1996
"China, Macao SAR(1996)",HS1996,MOP,Import,0.125111,General,CIF,Consignment,446,1996
"China, Macao SAR(1996)",HS1996,MOP,Export,0.12512,General,FOB,Last Known Destination,446,1996
Kazakhstan(1996),HS1992,USD,Import,1,General,CIF,Purchase,398,1996
Kazakhstan(1996),HS1992,USD,Export,1,General,FOB,Sale,398,1996
Kyrgyzstan(1996),HS1992,USD,Import,1,General,CIF,Origin,417,1996
Kyrgyzstan(1996),HS1992,USD,Export,1,General,FOB,Last Known Destination,417,1996
Rep. of Moldova(1996),HS1992,USD,Import,1,General,CIF,Origin,498,1996
Rep. of Moldova(1996),HS1992,USD,Export,1,General,FOB,Last Known Destination,498,1996
Russian Federation(1996),HS1992,USD,Import,1,General,CIF,Origin,643,1996
Russian Federation(1996),HS1992,USD,Export,1,General,FOB,Last Known Destination,643,1996
