year,country_iso,country_code,reported_classification_imports,reported_classification_exports,reported_currency_imports,reported_currency_exports,trade_flow_imports,trade_flow_exports,currency_conversion_factor_imports,currency_conversion_factor_exports,trade_system_imports,trade_system_exports,valuation_imports,valuation_exports,partner_imports,partner_exports
2004,lca,662,hs1996,hs1996,xcd,xcd,imports,exports,0.37037,0.37037,general,general,cif,fob,origin,last known destination
2004,vct,670,hs1996,hs1996,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2004,wsm,882,hs1996,hs1996,wst,wst,imports,exports,0.359857,0.359107,general,general,cif,fob,origin,last known destination
2004,stp,678,hs1996,hs1996,std,std,imports,exports,1.01e-4,1.01e-4,special,special,cif,fob,origin,last known destination
2004,sau,682,hs2002,hs2002,sar,sar,imports,exports,0.266667,0.266667,general,general,cif,fob,origin,sale
2004,sen,686,hs2002,hs2002,xof,xof,imports,exports,0.00189,0.00189,special,special,cif,fob,origin,last known destination
2004,scg,891,hs1996,hs1996,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2004,syc,690,hs1992,hs1992,scr,scr,imports,exports,0.181805,0.181805,general,general,cif,fob,origin,last known destination
2004,sgp,702,hs2002,hs2002,sgd,sgd,imports,exports,0.591746,0.591847,general,general,cif,fob,origin,last known destination
2004,svk,703,hs2002,hs2002,skk,skk,imports,exports,0.031057,0.031027,special,special,fob,fob,origin,last known destination
2004,svn,705,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2004,slb,90,hs2002,hs2002,sbd,sbd,imports,exports,0.133611,0.133619,special,special,cif,fob,origin,last known destination
2004,zaf,710,hs2002,hs2002,zar,zar,imports,exports,0.155473,0.155864,special,special,fob,fob,origin,last known destination
2004,esp,724,hs2002,hs2002,eur,eur,imports,exports,1.244033,1.243792,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2004,lka,144,hs2002,hs2002,lkr,lkr,imports,exports,0.009863,0.009859,general,general,cif,fob,origin,last known destination
2004,pse,275,sitc rev.3,sitc rev.3,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2004,sur,740,hs1992,hs1992,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,swe,752,hs2002,hs2002,sek,sek,imports,exports,0.136408,0.136325,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2004,che,757,hs2002,hs2002,chf,chf,imports,exports,0.805172,0.805172,special,special,cif,fob,origin,last known destination
2004,syr,760,hs1996,hs1996,syp,syp,imports,exports,0.089087,0.089087,special,special,cif,fob,consignment,last known destination
2004,tha,764,hs2002,hs2002,thb,thb,imports,exports,0.024837,0.024839,general,general,cif,fob,origin,last known destination
2004,tls,626,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,tgo,768,hs2002,hs2002,xaf,xaf,imports,exports,0.001899,0.001894,special,special,cif,fob,origin,last known destination
2004,ton,776,hs1992,hs1992,top,top,imports,exports,0.507556,0.508065,general,general,cif,fob,origin,last known destination
2004,tto,780,hs2002,hs2002,ttd,ttd,imports,exports,0.158757,0.158766,special,special,cif,fob,origin,last known destination
2004,tun,788,hs2002,hs2002,tnd,tnd,imports,exports,0.803092,0.80339,general,general,cif,fob,origin,last known destination
2004,tur,792,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,tca,796,hs1992,hs1992,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,tuv,798,hs1992,hs1992,aud,aud,imports,exports,0.738521,0.735662,general,general,cif,fob,origin,sale
2004,usa,842,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,uga,800,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,ukr,804,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,are,784,hs2002,hs2002,aed,aed,imports,exports,0.272292,0.272292,special,special,cif,fob,origin,consumption
2004,gbr,826,hs2002,hs2002,gbp,gbp,imports,exports,1.831975,1.832355,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2004,tza,834,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,ury,858,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2004,ven,862,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,last known destination
2004,vnm,704,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,consignment,last known destination
2004,wlf,876,hs1992,hs1992,xpf,xpf,imports,exports,0.010429,0,general,general,cif,fob,origin,NA
2004,yem,887,hs1996,hs1996,yer,yer,imports,exports,0.005414,0.005412,special,special,cif,fob,origin,last known destination
2004,zmb,894,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2004,zwe,716,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,alb,8,hs2002,hs2002,all,all,imports,exports,0.00999,0.010009,special,special,cif,fob,origin,last known destination
2005,dza,12,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,and,20,hs2002,hs2002,eur,eur,imports,exports,1.24575,1.24575,general,general,cif,fob,NA,last known destination
2005,atg,28,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,arg,32,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,arm,51,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,arb,533,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,aus,36,hs2002,hs2002,aud,aud,imports,exports,0.763307,0.762851,general,general,fob,fob,origin,last known destination
2005,aut,40,hs2002,hs2002,eur,eur,imports,exports,1.24302,1.24303,special,special,cif,fob,purchase,last known destination
2005,aze,31,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,bhs,44,hs2002,hs2002,bsd,bsd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,bhr,48,hs2002,hs2002,bhd,bhd,imports,exports,2.65957,2.65957,general,general,cif,fob,origin,last known destination
2005,bgd,50,hs2002,hs2002,bdt,bdt,imports,exports,0.015544,0.015539,general,general,cif,fob,consignment,last known destination
2005,brb,52,hs2002,hs2002,bbd,bbd,imports,exports,0.5,0.5,general,general,cif,fob,origin,last known destination
2005,blr,112,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,bel,56,hs2002,hs2002,eur,eur,imports,exports,1.244348,1.244674,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,blz,84,hs2002,hs2002,bzd,bzd,imports,exports,0.5,0.5,general,general,cif,fob,origin,last known destination
2005,ben,204,hs1996,hs1996,xaf,xaf,imports,exports,0.001896,0.001881,general,general,cif,fob,origin,last known destination
2005,bmu,60,hs2002,hs2002,bmd,bmd,imports,exports,1,1,general,general,fob,fob,origin,NA
2005,btn,64,hs2002,hs2002,btn,btn,imports,exports,0.022718,0.022691,general,general,cif,fob,origin,last known destination
2005,bol,68,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,bih,70,hs2002,hs2002,bam,bam,imports,exports,0.630883,0.63134,special,special,cif,fob,origin,last known destination
2005,bwa,72,hs1996,hs1996,bwp,bwp,imports,exports,0.196587,0.197013,general,general,cif,fob,origin,last known destination
2005,bra,76,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif/fob,fob,origin,last known destination
2005,bgr,100,hs2002,hs2002,bgn,bgn,imports,exports,0.633112,0.63406,special,special,cif,fob,origin,last known destination
2005,bfa,854,hs2002,hs2002,xaf,xaf,imports,exports,0.001896,0.001896,general,general,cif,fob,origin,last known destination
2005,bdi,108,hs1996,hs1996,bif,bif,imports,exports,9.31e-4,9.09e-4,general,general,cif,fob,origin,last known destination
2005,cpv,132,hs1996,hs1996,cve,cve,imports,exports,0.011261,0.011216,special,special,cif,fob,origin,last known destination
2005,khm,116,hs2002,hs2002,khr,khr,imports,exports,2.44e-4,2.44e-4,general,general,cif,fob,origin,last known destination
2005,cmr,120,hs2002,hs2002,xof,xof,imports,exports,0.001889,0.001887,special,special,cif,fob,origin,last known destination
2005,can,124,hs2002,hs2002,cad,cad,imports,exports,0.82563,0.826472,general,general,fob,fob,origin,last known destination
2005,caf,140,hs1992,hs1992,xaf,xaf,imports,exports,0.001895,0.001884,special,special,cif,fob,origin,last known destination
2005,chl,152,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif/fob,fob,consignment,last known destination
2005,chn,156,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,hkg,344,hs2002,hs2002,hkd,hkd,imports,exports,0.128575,0.128575,general,general,cif,fob,consignment,last known destination
2005,mac,446,hs2002,hs2002,mop,mop,imports,exports,0.124827,0.124827,general,general,cif,fob,origin,last known destination
2005,col,170,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,com,174,hs1992,hs1992,kmf,kmf,imports,exports,0.002519,0.002519,general,general,cif,fob,consignment,last known destination
2005,cok,184,hs2002,hs2002,nzd,nzd,imports,exports,0.702824,0.705745,general,general,cif,fob,origin,last known destination
2005,cri,188,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,consignment,last known destination
2005,hrv,191,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,cub,192,hs2002,hs2002,cup,cup,imports,exports,1.08,1.08,special,special,cif,fob,origin,last known destination
2005,cyp,196,hs2002,hs2002,cyp,cyp,imports,exports,2.151179,2.150544,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,cze,203,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,fob,fob,origin,last known destination
2005,civ,384,hs2002,hs2002,xof,xof,imports,exports,0.001894,0.001895,special,special,cif,fob,origin,consumption
2005,dnk,208,hs2002,hs2002,dkk,dkk,imports,exports,0.166629,0.166663,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2005,dma,212,hs1996,hs1996,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2005,dom,214,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif/fob,fob,origin,last known destination
2005,ecu,218,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,egy,818,hs1992,hs1992,egp,egp,imports,exports,0.173051,0.173051,general,general,cif,fob,origin,last known destination
2005,slv,222,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,est,233,hs2002,hs2002,usd,usd,imports,exports,1,1,general extra-eu/special intra-eu,general extra-eu/special intra-eu,cif,fob,consignment,last known destination
2005,swz,748,hs1996,hs1996,szl,szl,imports,exports,0.156991,0.156476,general,general,cif,fob,origin,last known destination
2005,eth,231,hs2002,hs2002,etb,etb,imports,exports,0.115381,0.115393,general,general,cif,fob,origin,last known destination
2005,fsm,583,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,fro,234,hs2002,hs2002,dkk,dkk,imports,exports,0.166426,0.16635,general,general,cif,fob,origin,last known destination
2005,fji,242,hs2002,hs2002,fjd,fjd,imports,exports,0.590313,0.59126,general,general,cif,fob,purchase,sale
2005,fin,246,hs2002,hs2002,eur,eur,imports,exports,1.243393,1.243748,special,special,cif,fob,origin,last known destination
2005,sdn,736,hs1996,hs1996,sdd,sdd,imports,exports,0.410499,0.410499,general,general,cif,fob,origin,last known destination
2005,fra,251,hs2002,hs2002,eur,eur,imports,exports,1.244273,1.244242,special,special,cif,fob,origin,last known destination
2005,pyf,258,hs2002,hs2002,xpf,xpf,imports,exports,0.010402,0.010392,special,special,cif,fob,origin,last known destination
2005,gab,266,hs2002,hs2002,xof,xof,imports,exports,0.001897,0.001897,special,special,cif,fob,origin,last known destination
2005,gmb,270,hs1996,hs1996,gmd,gmd,imports,exports,0.034995,0.035312,general,general,cif,fob,origin,last known destination
2005,geo,268,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,purchase,last known destination
2005,deu,276,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,gha,288,hs2002,hs2002,ghs,ghs,imports,exports,1.1e-4,1.1e-4,general,general,cif,fob,origin,last known destination
2005,grc,300,hs2002,hs2002,eur,eur,imports,exports,1.245179,1.241078,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,grl,304,hs2002,hs2002,dkk,dkk,imports,exports,0.164992,0.165891,general,general,cif,fob,origin,last known destination
2005,grd,308,hs1996,hs1996,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,gtm,320,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,gin,324,hs2002,hs2002,gnf,gnf,imports,exports,2.8e-4,2.78e-4,special,special,cif,fob,origin,last known destination
2005,gnb,624,hs1996,hs1996,xaf,xaf,imports,exports,0.001878,0.001901,general,general,cif,fob,consignment,last known destination
2005,guy,328,hs2002,hs2002,gyd,gyd,imports,exports,0.005003,0.005003,special,special,cif,fob,origin,last known destination
2005,hnd,340,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,hun,348,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,consignment,last known destination
2005,isl,352,hs2002,hs2002,isk,isk,imports,exports,0.015864,0.015901,special,special,cif,fob,origin,last known destination
2005,ind,699,hs2002,hs2002,inr,inr,imports,exports,0.022676,0.022674,general,general,cif,fob,origin,last known destination
2005,idn,360,hs1996,hs1996,usd,usd,imports,exports,1,1,general export/special import,general export/special import,cif,fob,origin,last known destination
2005,irn,364,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,irq,368,sitc rev.3,sitc rev.3,iqd,iqd,imports,exports,3.22,3.22,special,special,cif,fob,NA,last known destination
2005,irl,372,hs2002,hs2002,eur,eur,imports,exports,1.243595,1.243595,general,general,cif,fob,origin,last known destination
2005,isr,376,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,sale
2005,ita,381,hs2002,hs2002,eur,eur,imports,exports,1.243595,1.243595,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,jam,388,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,jpn,392,hs2002,hs2002,jpy,jpy,imports,exports,0.009058,0.009061,general,general,cif,fob,origin,last known destination
2005,jor,400,hs2002,hs2002,jod,jod,imports,exports,1.41044,1.41044,special,special,cif,fob,origin,last known destination
2005,kaz,398,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,ken,404,hs2002,hs2002,kes,kes,imports,exports,0.013238,0.013228,general,general,cif,fob,origin,last known destination
2005,kir,296,hs2002,hs2002,aud,aud,imports,exports,0.763844,0.763844,special,special,fob,fob,origin,last known destination
2005,kgz,417,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,consignment,last known destination
2005,lva,428,hs2002,hs2002,eur,eur,imports,exports,1.24409,1.24409,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,lbn,422,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,ltu,440,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,lux,442,hs2002,hs2002,eur,eur,imports,exports,1.243826,1.245088,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,mdg,450,hs2002,hs2002,mga,mga,imports,exports,4.93e-4,4.88e-4,general,general,cif,fob,origin,consumption
2005,mwi,454,hs2002,hs2002,mwk,mwk,imports,exports,0.008445,0.008445,general,general,cif,fob,origin,last known destination
2005,mys,458,hs2002,hs2002,myr,myr,imports,exports,0.264108,0.264113,general,general,cif,fob,origin,last known destination
2005,mdv,462,hs2002,hs2002,mvr,mvr,imports,exports,0.078125,0.078125,general,general,cif,fob,origin,last known destination
2005,mli,466,hs2002,hs2002,xof,xof,imports,exports,0.001897,0.00188,general,general,cif,fob,origin,last known destination
2005,mlt,470,hs2002,hs2002,mtl,mtl,imports,exports,2.888377,2.890037,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2005,mrt,478,hs1996,hs1996,xof,xof,imports,exports,0.003767,0.003767,general,general,cif,fob,origin,last known destination
2005,mus,480,hs2002,hs2002,mur,mur,imports,exports,0.033845,0.03383,general,general,cif,fob,origin,last known destination
2005,myt,175,hs2002,hs2002,eur,eur,imports,exports,1.241751,1.233696,general,general,cif,fob,origin,last known destination
2005,mex,484,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,last known destination
2005,mng,496,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,msr,500,hs2002,hs2002,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2005,mar,504,hs2002,hs2002,mad,mad,imports,exports,0.112803,0.112803,special,special,cif,fob,origin,last known destination
2005,moz,508,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,nam,516,hs2002,hs2002,nad,nad,imports,exports,0.15662,0.157023,general,general,cif,fob,origin,last known destination
2005,ant,530,hs2002,hs2002,ang,ang,imports,exports,0.558659,0.558659,special,special,cif,fob,consignment,last known destination
2005,nld,528,hs2002,hs2002,eur,eur,imports,exports,1.24317,1.243668,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,ncl,540,hs2002,hs2002,xpf,xpf,imports,exports,0.010393,0.010406,special,special,cif,fob,consignment,last known destination
2005,nzl,554,hs2002,hs2002,nzd,nzd,imports,exports,0.703722,0.705077,general,general,cif,fob,origin,last known destination
2005,nic,558,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,ner,562,hs2002,hs2002,xof,xof,imports,exports,0.001893,0.001901,general,general,cif,fob,origin,last known destination
2005,mkd,807,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,nor,579,hs2002,hs2002,nok,nok,imports,exports,0.155219,0.155219,general,general,cif,fob,origin,last known destination
2005,omn,512,hs2002,hs2002,omr,omr,imports,exports,2.60078,2.60078,general,general,cif,fob,origin,last known destination
2005,pak,586,hs2002,hs2002,pkr,pkr,imports,exports,0.016794,0.016798,general,general,cif,fob,origin,last known destination
2005,pan,591,hs2002,hs2002,pab,pab,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,pry,600,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,per,604,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,phl,608,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,pol,616,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,prt,620,hs2002,hs2002,eur,eur,imports,exports,1.243784,1.24207,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,qat,634,hs2002,hs2002,qar,qar,imports,exports,0.27473,0.27473,special,special,cif,fob,origin,last known destination
2005,kor,410,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,mda,498,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,rou,642,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,rus,643,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,rwa,646,hs2002,hs2002,rwf,rwf,imports,exports,0.0018,0.001802,general,general,cif,fob,origin,last known destination
2005,kna,659,hs1996,hs1996,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2005,lca,662,hs1996,hs1996,xcd,xcd,imports,exports,0.37037,0.37037,general,general,cif,fob,origin,last known destination
2005,vct,670,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,wsm,882,hs1996,hs1996,wst,wst,imports,exports,0.36869,0.368849,general,general,cif,fob,origin,last known destination
2005,stp,678,hs1996,hs1996,std,std,imports,exports,9.5e-5,9.5e-5,special,special,cif,fob,origin,last known destination
2005,sau,682,hs2002,hs2002,sar,sar,imports,exports,0.26688,0.266911,general,general,cif,fob,origin,sale
2005,sen,686,hs2002,hs2002,xof,xof,imports,exports,0.001902,0.001903,special,special,cif,fob,origin,last known destination
2005,syc,690,hs1992,hs1992,scr,scr,imports,exports,0.181802,0.181802,general,general,cif,fob,origin,last known destination
2005,sgp,702,hs2002,hs2002,sgd,sgd,imports,exports,0.600408,0.600348,general,general,cif,fob,origin,last known destination
2005,svk,703,hs2002,hs2002,skk,skk,imports,exports,0.032166,0.032172,special,special,fob,fob,origin,last known destination
2005,svn,705,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,slb,90,hs2002,hs2002,sbd,sbd,imports,exports,0.132764,0.132762,special,special,cif,fob,origin,last known destination
2005,zaf,710,hs2002,hs2002,zar,zar,imports,exports,0.157078,0.157074,special,special,fob,fob,origin,last known destination
2005,esp,724,hs2002,hs2002,eur,eur,imports,exports,1.243208,1.243817,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,lka,144,hs2002,hs2002,lkr,lkr,imports,exports,0.009944,0.009943,general,general,cif,fob,origin,last known destination
2005,pse,275,sitc rev.3,sitc rev.3,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,sur,740,hs1992,hs1992,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,swe,752,hs2002,hs2002,sek,sek,imports,exports,0.13395,0.133974,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2005,che,757,hs2002,hs2002,chf,chf,imports,exports,0.803099,0.803099,special,special,cif,fob,origin,last known destination
2005,syr,760,hs2002,hs2002,syp,syp,imports,exports,0.021622,0.021622,special,special,cif,fob,consignment,last known destination
2005,tha,764,hs2002,hs2002,thb,thb,imports,exports,0.024851,0.024818,general,general,cif,fob,origin,last known destination
2005,tls,626,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,tgo,768,hs2002,hs2002,xaf,xaf,imports,exports,0.001886,0.001892,special,special,cif,fob,origin,last known destination
2005,ton,776,hs1992,hs1992,top,top,imports,exports,0.513664,0.509723,general,general,cif,fob,origin,last known destination
2005,tto,780,hs2002,hs2002,ttd,ttd,imports,exports,0.158741,0.15874,special,special,cif,fob,origin,last known destination
2005,tun,788,hs2002,hs2002,tnd,tnd,imports,exports,0.77051,0.771153,general,general,cif,fob,origin,last known destination
2005,tur,792,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,tca,796,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,tuv,798,hs1992,hs1992,aud,aud,imports,exports,0.762525,0.761228,general,general,cif,fob,origin,sale
2005,usa,842,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,uga,800,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,ukr,804,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,are,784,hs2002,hs2002,aed,aed,imports,exports,0.27229,0.27229,special,special,cif,fob,origin,consumption
2005,gbr,826,hs2002,hs2002,gbp,gbp,imports,exports,1.81754,1.817179,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2005,tza,834,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,ury,858,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2005,ven,862,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,last known destination
2005,vnm,704,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,consignment,last known destination
2005,wlf,876,hs1992,hs1992,xpf,xpf,imports,exports,0.010435,0,general,general,cif,fob,origin,NA
2005,yem,887,hs1996,hs1996,yer,yer,imports,exports,0.005244,0.005219,special,special,cif,fob,origin,last known destination
2005,zmb,894,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2005,zwe,716,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2006,alb,8,hs2002,hs2002,all,all,imports,exports,0.010221,0.01021,special,special,cif,fob,origin,last known destination
2006,dza,12,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2006,and,20,hs2002,hs2002,eur,eur,imports,exports,1.256352,1.249323,general,general,cif,fob,origin,last known destination
2006,aia,660,hs1992,hs1992,xcd,xcd,imports,exports,0.37037,0.37037,general,general,cif,fob,origin,last known destination
2006,atg,28,hs1996,hs1996,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2006,arg,32,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2006,arm,51,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2006,arb,533,hs2002,hs2002,awg,awg,imports,exports,0.558659,0.558659,general,general,cif,fob,origin,last known destination
2006,aus,36,hs2002,hs2002,aud,aud,imports,exports,0.753782,0.753802,general,general,fob,fob,origin,last known destination
2006,aut,40,hs2002,hs2002,eur,eur,imports,exports,1.256661,1.256729,special,special,cif,fob,origin,last known destination
2006,aze,31,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2006,bhs,44,hs2002,hs2002,bsd,bsd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2006,bhr,48,hs2002,hs2002,bhd,bhd,imports,exports,2.65957,2.65957,general,general,cif,fob,origin,last known destination
2006,bgd,50,hs2002,hs2002,bdt,bdt,imports,exports,0.014493,0.014495,general,general,cif,fob,consignment,last known destination
2006,brb,52,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2006,blr,112,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2006,bel,56,hs2002,hs2002,eur,eur,imports,exports,1.255982,1.256174,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2006,blz,84,hs2002,hs2002,bzd,bzd,imports,exports,0.5,0.5,general,general,cif,fob,origin,last known destination
2006,ben,204,hs2002,hs2002,xof,xof,imports,exports,0.001912,0.001924,general,general,cif,fob,origin,last known destination
2006,bmu,60,hs2002,hs2002,bmd,bmd,imports,exports,1,1,general,general,fob,fob,origin,NA
2006,btn,64,hs2002,hs2002,btn,btn,imports,exports,0.022034,0.022048,general,general,cif,fob,origin,last known destination
2006,bol,68,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2006,bih,70,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2006,bwa,72,hs1996,hs1996,bwp,bwp,imports,exports,0.170555,0.170573,general,general,cif,fob,origin,last known destination
2006,bra,76,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif/fob,fob,origin,last known destination
2006,brn,96,hs2002,hs2002,bnd,bnd,imports,exports,0.63034,0.629216,special,special,cif,fob,origin,last known destination
